frame,tracklet_id,l,t,w,h,probability_of_detection
1164,4,1591.91,56.80,261.43,508.63,0.86
1165,1,1120.32,-20.98,205.90,635.88,0.83
1165,4,1592.78,56.99,259.54,504.23,0.86
1166,1,1127.63,-15.34,204.82,634.14,0.83
1166,4,1592.12,58.82,259.02,502.60,0.86
1167,1,1139.09,-12.32,201.65,623.99,0.80
1167,4,1591.19,59.03,260.21,504.70,0.85
1168,1,1146.20,-10.85,200.57,621.76,0.81
1168,4,1590.00,59.41,262.35,509.21,0.85
1169,1,1156.96,-7.82,197.75,611.45,0.79
1169,4,1589.56,59.31,263.16,511.14,0.84
1170,1,1166.31,-6.12,198.04,610.12,0.78
1170,4,1588.57,59.58,263.36,512.43,0.81
1171,1,1175.86,-6.25,198.02,606.35,0.78
1171,4,1588.79,59.99,262.26,510.80,0.83
1172,1,1185.82,-7.08,199.89,605.71,0.79
1172,4,1588.64,60.01,262.33,511.62,0.83
1173,1,1186.78,-6.35,201.01,607.13,0.79
1173,4,1587.82,61.00,262.13,511.81,0.81
1174,1,1190.10,-5.69,202.95,610.43,0.79
1174,4,1587.16,61.69,262.78,513.33,0.85
1175,1,1191.08,-4.73,202.78,609.17,0.81
1175,4,1586.39,62.93,264.07,516.45,0.85
1176,1,1194.02,0.71,199.22,598.02,0.82
1176,4,1587.05,63.49,262.70,513.73,0.84
1177,1,1196.10,0.78,199.88,599.16,0.81
1177,4,1587.90,64.13,261.00,509.99,0.83
1178,1,1197.39,2.31,200.93,603.01,0.82
1178,4,1585.97,64.23,263.10,515.17,0.84
1179,1,1202.59,3.38,200.00,598.17,0.82
1179,4,1583.16,65.13,268.07,527.33,0.85
1180,1,1206.89,4.94,199.47,593.36,0.82
1180,4,1584.63,65.90,264.91,521.31,0.85
1181,1,1208.95,6.47,200.22,593.99,0.82
1181,4,1585.53,65.94,263.05,518.24,0.85
1182,1,1213.68,7.32,202.07,595.53,0.82
1182,4,1585.08,66.27,262.17,517.61,0.85
1183,1,1216.59,7.58,202.39,593.49,0.82
1183,4,1583.52,67.38,264.64,523.93,0.85
1184,1,1218.72,8.62,201.86,589.53,0.83
1184,4,1585.01,68.77,263.21,521.75,0.85
1185,1,1221.84,10.97,201.13,584.29,0.83
1185,4,1585.96,69.50,260.16,515.52,0.85
1186,1,1226.79,10.45,201.95,582.40,0.83
1186,4,1587.09,69.86,257.48,510.12,0.85
1187,1,1230.82,12.45,202.06,577.97,0.85
1187,4,1587.85,70.19,255.82,506.53,0.85
1188,1,1237.64,12.25,202.38,571.90,0.85
1188,4,1587.44,70.07,254.81,504.10,0.86
1189,1,1241.30,13.36,203.51,569.61,0.85
1189,4,1587.32,69.55,256.18,506.37,0.86
1190,1,1246.17,13.05,210.07,582.56,0.86
1190,4,1584.17,69.56,261.14,517.75,0.86
1191,1,1249.06,12.24,212.73,585.88,0.87
1191,4,1582.30,70.99,262.61,522.14,0.85
1192,1,1252.94,11.78,213.14,583.51,0.86
1192,4,1582.59,72.30,259.41,516.59,0.85
1193,1,1261.17,10.79,215.44,584.08,0.84
1193,4,1583.02,73.34,257.59,512.98,0.84
1194,1,1265.28,10.73,216.16,581.31,0.86
1194,4,1582.34,73.59,258.61,516.19,0.85
1195,1,1270.32,10.69,216.19,575.82,0.86
1195,4,1583.70,74.56,255.81,510.72,0.85
1196,1,1275.74,12.34,215.90,569.42,0.87
1196,4,1583.67,75.35,254.08,507.74,0.85
1197,1,1281.42,14.29,214.81,560.34,0.87
1197,4,1586.75,76.74,249.07,496.12,0.85
1198,1,1286.00,15.34,215.38,555.78,0.87
1198,4,1585.46,76.67,252.12,502.26,0.85
1199,1,1289.31,15.81,217.37,554.98,0.87
1199,4,1585.22,77.85,251.00,499.32,0.85
1200,1,1292.67,15.85,218.43,551.76,0.87
1200,4,1586.23,79.62,250.20,496.91,0.86
1201,1,1294.73,16.40,220.41,552.35,0.88
1201,4,1586.45,80.92,248.44,492.69,0.86
1202,1,1296.93,17.81,223.29,556.13,0.88
1202,4,1584.80,82.61,249.46,493.97,0.86
1203,1,1299.24,19.10,224.65,556.18,0.88
1203,4,1584.76,82.65,250.51,495.51,0.87
1204,1,1301.70,19.90,223.86,550.56,0.88
1204,4,1584.07,82.97,252.28,498.93,0.86
1205,1,1303.19,20.61,223.41,545.59,0.88
1205,4,1585.31,83.28,249.97,492.67,0.86
1206,1,1304.08,20.63,224.50,545.16,0.88
1206,4,1586.31,84.15,246.26,483.93,0.86
1207,1,1303.67,20.94,225.22,544.29,0.88
1207,4,1586.26,84.89,245.73,481.16,0.85
1208,1,1304.06,21.48,225.93,543.60,0.88
1208,4,1585.13,85.25,247.79,484.81,0.85
1209,1,1303.85,21.55,228.91,548.22,0.88
1209,4,1583.89,85.81,251.98,493.16,0.85
1210,1,1303.75,21.66,229.86,547.89,0.88
1210,4,1582.35,86.21,252.18,493.22,0.85
1211,1,1305.85,22.24,229.77,544.35,0.87
1211,4,1582.31,87.34,251.17,491.15,0.86
1212,1,1305.18,23.45,232.46,548.54,0.88
1212,4,1580.72,88.19,253.95,497.52,0.85
1213,1,1305.99,24.55,232.51,545.91,0.88
1213,4,1582.16,89.15,250.95,491.26,0.86
1214,1,1306.26,24.94,232.43,542.26,0.87
1214,4,1582.06,89.15,249.34,486.96,0.86
1215,1,1306.16,25.17,232.65,540.14,0.88
1215,4,1583.24,89.90,248.12,483.23,0.86
1216,1,1306.86,25.91,231.56,534.02,0.88
1216,4,1582.73,90.61,247.78,481.88,0.86
1217,1,1304.15,26.50,236.06,543.11,0.88
1217,4,1580.20,91.52,252.36,491.04,0.86
1218,1,1304.07,26.03,240.24,552.09,0.88
1218,4,1578.90,91.83,254.80,496.26,0.85
1219,1,1304.06,27.05,241.26,554.06,0.88
1219,4,1578.19,92.37,256.18,499.58,0.85
1220,1,1304.64,28.42,240.37,550.47,0.87
1220,4,1579.41,93.00,253.73,495.05,0.86
1221,1,1306.43,29.48,238.58,544.95,0.88
1221,4,1578.77,92.98,255.03,497.97,0.85
1222,1,1307.55,30.64,236.92,539.39,0.88
1222,4,1580.26,93.73,252.09,492.06,0.86
1223,1,1309.44,31.49,233.28,527.47,0.87
1223,4,1581.22,94.44,250.18,487.32,0.86
1224,1,1309.93,32.80,234.07,526.54,0.87
1224,4,1581.68,94.69,251.07,488.02,0.86
1225,1,1309.84,34.04,235.28,526.38,0.87
1225,4,1582.10,95.54,249.14,483.05,0.86
1226,1,1307.60,34.81,239.19,533.90,0.87
1226,4,1581.35,96.06,250.23,484.57,0.87
1227,1,1306.96,35.29,240.64,535.43,0.88
1227,4,1579.62,96.23,249.97,483.82,0.86
1228,1,1305.43,36.22,243.27,540.17,0.87
1228,4,1579.59,97.50,248.62,480.55,0.86
1229,1,1306.22,37.21,244.14,541.30,0.88
1229,4,1578.79,98.63,249.73,483.16,0.86
1230,1,1306.36,37.77,244.75,541.95,0.88
1230,4,1578.08,100.93,249.20,482.27,0.86
1231,1,1306.38,38.96,244.11,539.85,0.88
1231,4,1576.70,101.54,251.25,487.10,0.87
1232,1,1306.51,39.48,244.46,539.83,0.87
1232,4,1576.90,103.53,250.61,486.26,0.86
1233,1,1306.59,40.10,243.62,537.15,0.87
1233,4,1577.46,103.02,249.43,484.04,0.86
1234,1,1307.98,40.85,241.42,530.44,0.87
1234,4,1578.02,103.35,248.32,481.76,0.86
1235,1,1308.95,41.89,239.22,523.78,0.87
1235,4,1579.36,103.66,245.68,475.77,0.85
1236,1,1306.78,42.36,242.08,529.08,0.87
1236,4,1577.96,104.20,246.71,477.58,0.86
1237,1,1304.43,42.96,243.54,532.44,0.87
1237,4,1576.57,105.49,248.85,482.09,0.86
1238,1,1302.52,44.04,244.79,535.74,0.87
1238,4,1576.91,107.51,247.96,479.58,0.86
1239,1,1302.33,44.65,241.97,528.76,0.86
1239,4,1576.34,107.69,247.25,476.74,0.84
1240,1,1301.06,44.95,241.96,529.14,0.87
1240,4,1574.55,109.18,250.17,482.52,0.85
1241,1,1300.20,44.93,244.54,536.79,0.87
1241,4,1572.64,109.48,251.98,485.81,0.84
1242,1,1300.05,45.23,243.42,535.56,0.87
1242,4,1573.64,109.68,252.81,487.83,0.84
1243,1,1299.92,44.99,242.71,534.97,0.86
1243,4,1573.63,110.16,252.15,487.25,0.83
1244,1,1299.58,45.20,243.49,537.53,0.87
1244,4,1574.45,110.88,252.04,487.79,0.85
1245,1,1298.02,45.16,244.46,540.61,0.87
1245,4,1574.03,111.45,251.71,487.20,0.85
1246,1,1299.78,46.01,241.93,535.53,0.88
1246,4,1574.24,112.64,250.85,485.96,0.86
1247,1,1299.74,47.10,241.08,534.36,0.87
1247,4,1574.88,114.07,247.64,479.79,0.86
1248,1,1300.48,48.72,241.51,535.82,0.87
1248,4,1574.34,114.35,248.00,481.04,0.86
1249,1,1300.46,46.63,244.96,544.17,0.85
1249,4,1573.66,112.87,249.12,484.65,0.85
1250,1,1299.25,48.05,243.79,541.54,0.86
1250,4,1573.82,113.62,250.50,487.35,0.85
1251,1,1299.97,48.68,240.98,534.37,0.86
1251,4,1575.27,113.99,248.27,482.70,0.86
1252,1,1301.82,50.47,238.57,528.27,0.87
1252,4,1576.60,114.00,245.87,477.23,0.87
1253,1,1302.58,51.23,237.55,524.55,0.86
1253,4,1574.51,114.43,246.58,478.32,0.88
1254,1,1301.90,52.05,237.31,522.63,0.87
1254,4,1574.08,114.35,246.15,476.96,0.87
1255,1,1300.41,53.12,239.70,526.78,0.86
1255,4,1571.94,113.86,249.95,484.52,0.86
1256,1,1299.71,54.39,240.89,529.04,0.86
1256,4,1570.09,114.11,249.95,484.26,0.86
1257,1,1299.26,54.95,241.29,529.36,0.86
1257,4,1568.37,114.08,250.21,485.15,0.87
1258,1,1301.65,55.58,238.56,521.91,0.86
1258,4,1567.89,113.83,250.02,483.92,0.87
1259,1,1301.21,55.79,239.79,524.49,0.85
1259,4,1566.79,113.06,253.61,489.46,0.86
1260,1,1301.51,56.95,241.53,528.83,0.87
1260,4,1561.75,112.87,257.14,496.75,0.86
1261,1,1298.76,58.04,245.71,539.61,0.87
1261,4,1558.78,112.47,260.63,504.69,0.87
1262,1,1301.24,58.31,242.02,531.18,0.86
1262,4,1559.60,112.31,256.35,495.74,0.86
1263,1,1302.74,59.27,241.72,531.46,0.86
1263,4,1557.61,111.80,257.59,498.44,0.86
1264,1,1300.25,59.94,245.94,542.60,0.87
1264,4,1556.63,113.28,256.83,496.87,0.86
1265,1,1301.12,61.28,243.89,538.58,0.87
1265,4,1557.28,112.84,254.56,492.32,0.86
1266,1,1302.18,63.21,242.98,537.54,0.87
1266,4,1555.91,113.34,255.20,493.93,0.85
1267,1,1302.58,64.57,241.29,533.11,0.87
1267,4,1553.33,110.18,256.10,495.63,0.86
1268,1,1303.56,65.39,240.77,531.97,0.87
1268,4,1547.70,106.99,262.25,509.39,0.86
1269,1,1303.27,66.33,241.87,534.90,0.86
1269,4,1543.70,106.23,264.86,515.86,0.86
1270,1,1304.24,67.31,241.90,535.33,0.86
1270,4,1541.07,105.97,264.61,516.95,0.87
1271,1,1304.90,68.10,241.31,534.15,0.86
1271,4,1541.03,106.66,260.91,510.73,0.87
1272,1,1303.83,69.02,241.91,535.26,0.87
1272,4,1537.94,105.95,262.23,514.61,0.87
1273,1,1303.05,70.23,242.88,537.45,0.87
1273,4,1537.12,105.81,260.36,511.47,0.87
1274,1,1301.66,71.21,245.42,543.28,0.86
1274,4,1534.02,106.22,261.81,515.56,0.88
1275,1,1302.23,72.43,244.18,540.58,0.86
1275,4,1532.92,105.06,262.31,518.38,0.88
1276,1,1302.85,73.52,242.91,537.50,0.87
1276,4,1532.17,105.18,259.75,514.85,0.88
1277,1,1302.66,74.90,241.03,532.41,0.86
1277,4,1531.76,104.91,259.17,515.33,0.88
1278,1,1302.26,75.61,240.98,531.61,0.86
1278,4,1529.99,105.27,258.74,515.48,0.86
1279,1,1303.63,76.95,237.92,523.06,0.86
1279,4,1527.83,105.75,256.34,510.93,0.87
1280,1,1303.39,78.20,237.38,519.96,0.86
1280,4,1525.93,107.73,255.93,510.51,0.88
1281,1,1305.26,79.41,235.08,512.24,0.85
1281,4,1526.32,109.15,251.93,501.64,0.88
1282,1,1306.83,80.72,232.04,502.66,0.86
1282,4,1528.38,109.80,248.54,494.57,0.88
1283,1,1309.41,80.94,228.72,491.73,0.85
1283,4,1529.21,110.93,245.50,487.01,0.87
1284,1,1310.32,81.76,228.05,486.34,0.85
1284,4,1530.36,111.46,244.62,485.05,0.88
1285,1,1305.98,82.82,234.87,499.32,0.85
1285,4,1528.57,112.31,247.02,490.47,0.88
1286,1,1304.17,83.85,236.04,500.39,0.86
1286,4,1527.64,112.62,248.54,494.34,0.87
1287,1,1301.65,84.65,240.13,508.94,0.86
1287,4,1522.04,113.61,252.55,502.53,0.87
1288,1,1301.54,85.25,237.80,502.31,0.85
1288,4,1524.02,114.97,247.74,492.22,0.85
1289,1,1301.68,86.10,237.00,499.13,0.86
1289,4,1524.29,115.13,246.99,490.38,0.83
1290,1,1299.39,87.17,241.41,508.63,0.87
1290,4,1522.39,116.51,249.01,494.20,0.85
1291,1,1298.41,87.32,245.10,517.30,0.86
1291,4,1519.02,118.12,251.59,498.56,0.85
1292,1,1299.38,88.23,242.07,510.87,0.87
1292,4,1519.78,120.15,250.36,495.21,0.86
1293,1,1300.01,89.10,240.39,506.46,0.86
1293,4,1519.51,121.01,249.32,492.04,0.85
1294,1,1299.39,89.84,240.16,504.81,0.86
1294,4,1521.65,121.85,248.11,488.28,0.85
1295,1,1298.62,90.42,242.49,509.24,0.85
1295,4,1521.79,124.04,249.05,489.25,0.85
1296,1,1296.84,91.05,244.59,513.59,0.87
1296,4,1519.71,124.49,251.95,494.89,0.86
1297,1,1297.42,91.93,244.68,514.12,0.87
1297,4,1517.91,125.96,253.31,497.03,0.87
1298,1,1295.41,94.12,245.17,514.86,0.87
1298,4,1515.36,128.81,254.06,496.84,0.87
1299,1,1295.12,94.59,246.67,518.36,0.87
1299,4,1513.60,132.53,254.20,495.43,0.88
1300,1,1296.72,95.39,246.05,515.88,0.86
1300,4,1515.17,135.22,251.64,489.08,0.87
1301,1,1296.30,96.11,245.65,514.91,0.86
1301,4,1518.67,136.85,248.51,481.54,0.87
1302,1,1297.46,96.46,244.66,512.41,0.84
1302,4,1514.13,137.06,251.91,485.82,0.87
1303,1,1298.20,96.33,245.48,514.13,0.85
1303,4,1510.90,137.42,254.52,488.46,0.86
1304,1,1297.17,96.70,247.07,517.46,0.85
1304,4,1509.61,138.95,257.47,492.93,0.86
1305,1,1298.62,97.93,245.32,514.70,0.85
1305,4,1509.26,140.81,256.60,488.85,0.86
1306,1,1298.41,98.59,242.61,509.17,0.86
1306,4,1509.66,142.69,253.49,478.47,0.85
1307,1,1299.61,99.37,241.25,506.52,0.86
1307,4,1508.78,145.03,254.44,477.16,0.85
1308,1,1297.29,100.42,242.26,509.24,0.86
1308,4,1512.41,149.43,254.11,474.93,0.85
1309,1,1299.10,100.78,239.06,501.80,0.85
1309,4,1506.70,151.80,253.82,468.21,0.83
1310,1,1297.54,100.66,242.36,510.23,0.85
1310,4,1499.60,154.18,261.86,479.04,0.83
1311,1,1299.78,101.93,239.29,503.60,0.84
1311,4,1500.70,157.34,261.00,472.75,0.83
1312,1,1300.20,102.95,239.90,505.66,0.85
1312,4,1496.69,161.04,264.25,474.07,0.84
1313,1,1299.54,102.97,239.52,505.90,0.85
1313,4,1493.06,165.69,266.24,471.70,0.87
1314,1,1300.09,104.06,237.79,503.32,0.86
1314,4,1489.26,170.37,266.57,464.69,0.88
1315,1,1299.02,105.46,237.90,504.27,0.86
1315,4,1482.60,175.40,271.87,467.05,0.87
1316,1,1301.15,106.06,233.34,493.82,0.86
1316,4,1477.82,180.07,273.19,461.28,0.87
1317,1,1300.96,107.61,231.38,486.74,0.85
1317,4,1475.42,185.41,271.44,448.70,0.86
1318,1,1299.61,108.15,229.61,481.01,0.86
1318,4,1473.39,194.51,269.62,435.02,0.86
1319,1,1299.91,109.11,229.17,478.19,0.86
1319,4,1466.62,196.58,277.54,438.99,0.84
1320,1,1298.98,109.43,232.49,484.88,0.87
1320,4,1461.21,204.07,284.65,441.77,0.85
1321,1,1301.14,110.87,229.18,476.29,0.86
1321,4,1457.11,206.49,288.07,438.46,0.82
1322,1,1301.86,110.70,228.16,471.97,0.85
1322,4,1452.36,208.68,294.16,440.13,0.83
1323,1,1300.31,111.39,229.63,472.82,0.85
1323,4,1450.45,212.94,296.88,436.81,0.81
1324,1,1297.98,111.74,231.89,477.14,0.86
1324,4,1450.18,215.72,298.99,433.85,0.83
1325,1,1297.11,112.06,232.77,478.61,0.86
1325,4,1453.76,219.42,296.17,424.19,0.84
1326,1,1296.29,112.38,234.55,482.57,0.87
1326,4,1455.80,223.46,293.86,414.69,0.83
1327,1,1296.58,113.04,231.37,475.30,0.87
1327,4,1455.39,224.91,295.44,411.88,0.83
1328,1,1295.05,113.04,233.92,480.64,0.86
1328,4,1455.73,225.31,296.92,409.18,0.84
1329,1,1294.38,113.24,234.67,482.66,0.87
1329,4,1451.65,225.32,304.14,416.00,0.83
1330,1,1293.76,113.52,237.92,491.01,0.85
1330,4,1441.78,224.56,323.56,443.64,0.83
1331,1,1294.44,114.05,237.81,491.50,0.84
1331,4,1449.42,222.26,308.21,419.03,0.82
1332,1,1295.30,114.68,236.57,489.88,0.85
1332,4,1463.22,219.81,284.27,379.59,0.85
1333,1,1296.39,114.67,235.91,489.25,0.84
1333,4,1475.53,217.37,264.82,345.89,0.87
1334,1,1301.24,115.21,235.71,486.43,0.84
1334,4,1463.26,213.85,293.08,383.55,0.85
1335,1,1297.12,115.17,237.27,490.49,0.84
1335,4,1455.86,208.98,314.38,415.91,0.85
1336,1,1297.25,115.70,233.59,481.89,0.82
1336,4,1452.39,204.80,323.81,433.65,0.82
1337,1,1293.94,115.54,235.75,486.79,0.84
1337,4,1453.45,199.89,326.11,442.59,0.85
1338,1,1291.14,115.25,239.72,497.74,0.86
1338,4,1454.74,196.36,328.71,452.85,0.83
1339,1,1291.02,116.01,238.91,497.89,0.86
1339,4,1455.07,190.01,329.99,461.93,0.86
1340,1,1290.70,116.18,239.64,501.11,0.84
1340,4,1456.43,184.76,329.68,468.34,0.84
1341,1,1292.34,117.01,241.73,505.95,0.82
1341,4,1462.40,178.97,327.35,473.16,0.86
1342,1,1297.95,117.65,242.76,504.08,0.82
1342,4,1472.16,176.15,318.49,468.04,0.86
1343,1,1298.84,119.32,244.32,505.19,0.82
1343,4,1472.78,171.63,319.48,477.80,0.86
1344,1,1300.75,119.94,242.17,498.45,0.83
1344,4,1479.60,166.82,313.59,477.30,0.87
1345,1,1293.69,120.71,242.54,501.09,0.85
1345,4,1480.40,161.31,313.09,484.87,0.86
1346,1,1288.78,121.54,244.97,508.62,0.86
1346,4,1479.43,157.78,313.57,493.33,0.86
1347,1,1288.81,121.61,245.68,512.54,0.84
1347,4,1476.15,154.34,314.18,500.81,0.87
1348,1,1290.53,122.94,241.23,504.23,0.85
1348,4,1475.69,152.03,310.94,500.88,0.87
1349,1,1292.74,123.76,236.01,494.15,0.86
1349,4,1482.01,148.18,305.44,497.61,0.87
1350,1,1297.18,124.61,229.12,478.32,0.84
1350,4,1487.67,143.84,298.56,490.75,0.87
1351,1,1296.86,125.69,230.07,480.02,0.85
1351,4,1487.56,140.76,298.58,495.34,0.87
1352,1,1296.82,126.85,229.85,480.14,0.85
1352,4,1484.74,137.94,300.55,502.73,0.86
1353,1,1294.92,128.37,234.43,490.34,0.85
1353,4,1481.90,136.76,301.22,506.99,0.85
1354,1,1295.47,129.03,231.43,484.75,0.86
1354,4,1484.03,134.22,298.53,505.83,0.87
1355,1,1297.66,130.70,228.12,477.13,0.85
1355,4,1484.15,132.49,295.30,502.59,0.87
1356,1,1296.61,130.61,228.38,478.58,0.86
1356,4,1484.50,131.28,295.22,505.02,0.87
1357,1,1295.57,131.56,230.24,483.53,0.86
1357,4,1483.87,130.59,296.70,511.08,0.87
1358,1,1295.06,132.66,231.20,487.32,0.87
1358,4,1482.54,129.53,299.42,519.92,0.87
1359,1,1294.95,132.94,229.63,485.10,0.87
1359,4,1482.28,127.12,298.18,521.32,0.87
1360,1,1294.93,134.01,229.00,484.82,0.87
1360,4,1483.14,126.62,295.78,519.62,0.87
1361,1,1295.58,134.95,227.93,482.83,0.87
1361,4,1483.53,126.40,294.72,520.73,0.87
1362,1,1296.13,136.05,226.48,479.52,0.87
1362,4,1485.64,125.73,292.19,518.62,0.87
1363,1,1295.51,136.76,227.60,482.21,0.86
1363,4,1485.46,125.00,291.38,519.61,0.86
1364,1,1296.74,137.56,226.91,480.68,0.86
1364,4,1488.02,126.23,287.61,515.35,0.87
1365,1,1295.02,137.94,229.23,485.81,0.86
1365,4,1487.63,126.43,288.89,520.91,0.87
1366,1,1295.43,138.72,228.00,483.30,0.87
1366,4,1487.98,126.88,288.37,522.40,0.87
1367,1,1296.73,138.98,226.60,480.56,0.87
1367,4,1486.58,127.21,287.68,523.46,0.87
1368,1,1298.88,139.39,225.45,477.19,0.86
1368,4,1488.09,127.82,283.32,517.12,0.88
1369,1,1297.96,140.18,224.89,474.37,0.86
1369,4,1488.92,127.64,281.17,514.65,0.87
1370,1,1298.16,140.00,226.72,477.83,0.86
1370,4,1488.24,128.27,280.56,515.03,0.87
1371,1,1296.65,139.91,229.24,482.27,0.85
1371,4,1487.59,128.53,281.13,517.84,0.87
1372,1,1294.79,140.08,232.31,489.08,0.85
1372,4,1485.92,129.20,282.44,522.33,0.87
1373,1,1292.00,140.46,235.44,495.31,0.85
1373,4,1485.04,129.36,283.45,525.89,0.86
1374,1,1293.31,141.03,233.65,490.12,0.84
1374,4,1486.46,130.43,280.36,521.32,0.87
1375,1,1291.47,141.67,236.32,495.66,0.86
1375,4,1485.49,130.63,282.22,526.89,0.87
1376,1,1290.77,142.01,235.57,494.05,0.86
1376,4,1487.82,131.37,281.12,526.95,0.87
1377,1,1291.80,142.00,232.70,487.71,0.86
1377,4,1488.81,132.88,276.93,519.47,0.87
1378,1,1293.75,142.09,226.71,473.08,0.85
1378,4,1490.17,134.34,271.60,508.08,0.86
1379,1,1293.64,142.11,227.54,474.34,0.85
1379,4,1489.83,135.00,271.32,507.28,0.86
1380,1,1292.41,142.44,232.02,485.26,0.86
1380,4,1490.20,135.57,273.83,514.76,0.86
1381,1,1290.24,142.33,235.35,493.80,0.86
1381,4,1489.87,136.43,275.71,520.24,0.87
1382,1,1289.78,141.50,234.58,493.17,0.86
1382,4,1490.22,137.30,273.70,517.55,0.87
1383,1,1288.55,141.39,234.17,493.10,0.86
1383,4,1489.01,137.39,273.85,518.06,0.87
1384,1,1288.84,140.56,234.31,494.93,0.86
1384,4,1486.56,138.97,274.34,519.36,0.88
1385,1,1290.98,140.36,232.10,490.37,0.85
1385,4,1489.12,140.89,271.13,513.16,0.87
1386,1,1291.51,139.61,231.85,490.16,0.84
1386,4,1489.42,144.05,269.50,509.23,0.88
1387,1,1290.44,140.00,231.19,490.30,0.85
1387,4,1488.30,146.33,269.58,509.35,0.86
1388,1,1288.49,140.81,231.81,494.57,0.86
1388,4,1486.50,149.60,270.61,510.98,0.87
1389,1,1290.47,142.12,230.62,492.73,0.83
1389,4,1488.86,151.46,270.31,512.73,0.86
1390,1,1294.20,142.50,233.17,495.45,0.82
1390,4,1491.96,153.11,269.39,514.19,0.87
1391,1,1293.52,143.09,234.74,498.24,0.82
1391,4,1494.64,155.35,267.80,513.96,0.87
1392,1,1288.93,144.41,233.76,499.05,0.83
1392,4,1489.31,158.37,270.96,520.57,0.84
1393,1,1286.84,143.79,231.84,497.76,0.84
1393,4,1490.30,161.67,269.70,519.05,0.84
1394,1,1286.72,143.31,229.78,495.68,0.84
1394,4,1493.40,164.75,267.34,516.55,0.86
1395,1,1287.27,143.57,229.64,496.66,0.82
1395,4,1490.77,167.85,266.91,515.59,0.86
1396,1,1285.98,143.77,229.07,497.79,0.85
1396,4,1487.54,171.06,265.87,511.99,0.86
1397,1,1285.29,144.29,231.08,505.33,0.84
1397,4,1487.99,174.42,265.74,511.97,0.86
1398,1,1285.54,145.47,228.63,501.83,0.84
1398,4,1485.11,179.18,264.68,507.52,0.84
1399,1,1287.04,144.02,228.94,503.67,0.83
1399,4,1486.13,181.77,267.28,511.67,0.83
1400,1,1289.44,145.13,225.44,496.44,0.82
1400,4,1487.67,186.65,264.20,504.78,0.85
1401,1,1290.07,146.22,221.11,486.27,0.82
1401,4,1486.91,191.98,262.16,499.04,0.84
1402,1,1288.42,146.84,225.07,495.73,0.83
1402,4,1483.08,197.23,263.15,498.50,0.85
1403,1,1286.82,147.28,224.97,496.35,0.84
1403,4,1481.73,203.55,261.60,492.53,0.85
1404,1,1289.01,148.33,224.28,493.91,0.81
1404,4,1482.43,210.84,256.88,479.90,0.84
1405,1,1291.02,148.93,218.54,479.80,0.82
1405,4,1485.16,217.36,248.46,457.71,0.83
1406,1,1289.51,149.48,219.13,480.68,0.84
1406,4,1482.78,223.01,248.58,452.16,0.82
1407,1,1288.64,150.33,219.99,482.39,0.84
1407,4,1475.70,228.76,255.68,461.03,0.85
1408,1,1289.01,150.75,219.40,480.74,0.84
1408,4,1472.52,234.08,255.96,455.66,0.85
1409,1,1288.75,151.11,217.32,475.46,0.85
1409,4,1468.61,237.80,259.83,456.85,0.86
1410,1,1288.71,151.90,218.70,478.69,0.86
1410,4,1469.32,241.47,253.46,436.98,0.85
1411,1,1291.38,152.39,213.86,466.32,0.85
1411,4,1468.12,245.23,250.53,422.90,0.84
1412,1,1292.88,152.45,211.09,458.85,0.85
1412,4,1472.05,248.12,237.23,386.77,0.83
1413,1,1291.17,153.24,215.05,467.36,0.85
1413,4,1469.76,250.90,238.19,377.28,0.84
1414,1,1290.90,153.85,215.37,467.99,0.85
1414,4,1465.57,255.09,243.59,376.52,0.84
1415,1,1291.38,154.62,214.34,464.61,0.84
1415,4,1460.78,258.27,252.23,382.07,0.83
1416,1,1290.31,155.00,215.11,465.74,0.85
1416,4,1450.94,260.08,269.90,404.41,0.82
1417,1,1286.47,155.12,220.05,477.39,0.85
1417,4,1438.98,263.98,289.62,432.84,0.83
1418,1,1286.44,156.03,220.88,480.45,0.86
1418,4,1435.33,268.41,295.39,439.39,0.82
1419,1,1287.52,156.70,219.47,477.51,0.85
1419,4,1429.58,271.31,306.46,455.15,0.82
1420,1,1286.01,156.82,220.59,480.49,0.86
1420,4,1429.64,273.84,304.53,450.43,0.83
1421,1,1285.03,157.07,221.83,484.72,0.87
1421,4,1428.08,275.65,307.06,453.21,0.84
1422,1,1285.23,157.70,221.18,483.75,0.84
1422,4,1427.45,278.21,308.19,453.53,0.84
1423,1,1285.79,157.92,218.20,476.67,0.85
1423,4,1428.94,280.72,305.27,447.04,0.83
1424,1,1285.30,158.32,217.17,473.40,0.84
1424,4,1429.28,281.76,302.92,440.70,0.82
1425,1,1288.22,158.79,213.73,464.91,0.84
1425,4,1431.45,282.92,296.24,426.64,0.81
1426,1,1287.45,159.28,214.40,465.45,0.83
1426,4,1428.56,283.67,304.86,437.15,0.82
1427,1,1287.22,160.12,215.00,466.15,0.85
1427,4,1430.67,284.66,301.71,429.13,0.81
1428,1,1284.68,160.86,217.47,471.37,0.85
1428,4,1435.00,286.49,293.54,411.89,0.82
1429,1,1283.79,161.13,216.51,468.46,0.85
1429,4,1434.02,288.65,292.09,405.69,0.83
1430,1,1282.52,161.20,218.49,472.29,0.84
1430,4,1432.39,288.90,295.98,407.60,0.81
1431,1,1282.05,161.66,221.03,478.64,0.85
1431,4,1430.91,288.13,297.39,406.49,0.82
1432,1,1283.45,161.82,220.18,477.48,0.85
1432,4,1432.82,286.75,291.26,393.48,0.82
